index_op;trans_date_trans_time;merchant;category;amt;city;state;latitude;longitude;city_pop;job;dob;trans_num;merch_lat;merch_long;is_fraud
5194;2019-01-17T10:54:48.000;Luettgen PLC;gas_transport;63.99;Gardiner;OR;437.857;-1.241.437;260;Engineer, maintenance;1956-09-01T00:00:00.000;0182122b137682d3a2be1b5ce6d8aab9;4.404.141;-124.200.732;0
5195;2019-01-17T11:01:20.000;Morissette, Weber and Wiegan;grocery_net;43.05;Norwalk;CA;339.056;-1.180.818;105549;Firefighter;1973-09-22T00:00:00.000;baf0d4fdc5eae407fe3166ee84380b74;33.628.133;-118.632.582;0
5196;2019-01-17T11:03:23.000;Deckow-O'Conne;grocery_pos;95.51;Orient;WA;488.878;-1.182.105;149;Special educational needs teacher;1978-06-21T00:00:00.000;5422043d56ff5bcaac1e0b045feafe5e;48.064.463;-118.967.709;0
5197;2019-01-17T11:10:10.000;Stokes, Christiansen and Sipes;grocery_net;41.62;Oakland;CA;377.878;-1.221.884;381459;Barista;1974-01-03T00:00:00.000;05b9b8044b890185db5910a99fdc14d3;37.837.234;-121.889.645;0
5198;2019-01-17T11:15:35.000;Greenholt, Jacobi and Gleason;gas_transport;87.55;Redford;MO;373.272;-910.243;241;Investment analyst;1974-10-27T00:00:00.000;df055c829a1214393dc12b970fd754ee;36.915.931;-90.782.405;0
5199;2019-01-17T11:24:58.000;Brekke and Sons;gas_transport;59.88;Orient;WA;488.878;-1.182.105;149;Special educational needs teacher;1978-06-21T00:00:00.000;857bc20ed36c95030b5386e6f3331a38;4.880.447;-119.085.994;0
5200;2019-01-17T11:27:31.000;Kassulke PLC;shopping_net;92.62;Kissee Mills;MO;366.704;-930.377;1201;Engineer, agricultural;1980-03-18T00:00:00.000;8bd317b022399b56c8ac8842251d3fd2;37.587.238;-92.585.726;0
5201;2019-01-17T11:27:42.000;Greenholt, Jacobi and Gleason;gas_transport;110.17;San Diego;CA;330.067;-117.069;1241364;Pharmacist, hospital;1960-03-01T00:00:00.000;c4388fa7525669a45278205a53c670d0;32.295.982;-117.434.344;0
5202;2019-01-17T11:43:06.000;Cormier LLC;shopping_net;5.4;Kent;OR;450.838;-1.206.649;60;Museum education officer;1942-04-03T00:00:00.000;83e7dd5525dd45f863e882fe37d1df90;45.033.283;-119.700.518;0
5203;2019-01-17T11:49:42.000;Olson, Becker and Koch;gas_transport;43.72;Cascade Locks;OR;45.671;-1.218.686;1288;Barrister;1936-05-01T00:00:00.000;481ffc63f39db46ecd5754621cc8fcb2;46.451.939;-121.425.437;0
5204;2019-01-17T11:50:53.000;Johnson, Runolfsdottir and Maye;misc_net;42.89;Daly City;CA;376.787;-122.478;107941;Buyer, industrial;1991-10-04T00:00:00.000;ff15007f295e91b304e949a485a4c1bc;3.732.033;-122.324.565;0
5205;2019-01-17T11:53:44.000;Altenwerth, Cartwright and Koss;shopping_net;469.93;Monitor;WA;474.852;-1.204.158;584;Medical technical officer;1969-03-20T00:00:00.000;67b26598a324d4218a1057640122302f;48.165.893;-12.030.248;0
5206;2019-01-17T11:55:02.000;Brekke and Sons;gas_transport;74.93;Manville;WY;42.73;-1.047.024;241;Educational psychologist;1980-12-16T00:00:00.000;869188b816bbf6f01da4b29ac74d6a7b;4.353.579;-105.281.663;0
5207;2019-01-17T12:02:08.000;Watsica LLC;personal_care;34.1;Independence;MO;391.412;-943.515;123373;Engineer, production;1992-11-27T00:00:00.000;1fb4bc32528a7b9898295075334d062b;39.108.696;-94.379.383;0
5208;2019-01-17T12:02:11.000;Watsica, Haag and Considine;shopping_pos;582.08;Conway;WA;48.34;-1.223.456;85;Research officer, political party;1984-09-01T00:00:00.000;f3f2186fbde08cc17c005024cfe01a4e;49.250.866;-122.639.994;0
5209;2019-01-17T12:07:10.000;Barton LLC;kids_pets;117.11;Meredith;CO;393.199;-1.066.596;61;Public relations account executive;1939-11-04T00:00:00.000;4f023ca17ff122e100ecc08fbcb932f8;38.949.145;-105.813.614;0
5210;2019-01-17T12:07:30.000;Abbott-Steube;personal_care;38.78;North Loup;NE;414.972;-987.858;509;Nurse, children's;1980-09-15T00:00:00.000;bf8bf425565aab81717cdb0321db454d;41.892.707;-98.523.486;0
5211;2019-01-17T12:13:30.000;Weber, Thiel and Hammes;kids_pets;34.28;Phoenix;AZ;338.155;-1.121.202;1312922;Counselling psychologist;1999-11-30T00:00:00.000;4e5dc460d4d6f0e080d1c737ad32162d;34.696.055;-111.969.245;0
5212;2019-01-17T12:28:14.000;Collier LLC;home;47;Utica;MO;397.417;-936.289;271;Land/geomatics surveyor;1972-04-18T00:00:00.000;9438e27397aa318f4c77b234b97cc5e6;39.634.826;-93.716.874;0
5213;2019-01-17T12:30:26.000;Price Inc;shopping_net;54.7;Fullerton;NE;41.366;-980.054;1749;Surveyor, mining;1973-05-07T00:00:00.000;9b9a6b1dfa3da6b9e1b10697bb13c94f;41.637.136;-97.933.828;0
5214;2019-01-17T12:31:50.000;Rolfson-Kunde;personal_care;72.99;Campbell;NE;402.967;-98.737;493;Surveyor, minerals;1940-09-13T00:00:00.000;0bf12d85d446032a28457f5a56069abc;40.187.943;-99.524.325;0
5215;2019-01-17T12:40:37.000;Adams-Barrows;health_fitness;55;Crownpoint;NM;357.206;-1.080.271;5662;IT consultant;1989-04-08T00:00:00.000;58fd1e3f4d7b0d48873c2774ef594bed;35.378.511;-107.576.282;0
5216;2019-01-17T12:48:00.000;Lubowitz-Walte;kids_pets;47.24;Fort Washakie;WY;430.048;-1.088.964;1645;Freight forwarder;1976-02-26T00:00:00.000;b0bda7abc2bf2ca74195fed68c63fbcc;42.384.263;-108.801.907;0
5217;2019-01-17T12:48:11.000;Zboncak Lt;food_dining;49.21;Littleton;CO;395.994;-1.050.044;320420;Water engineer;1975-07-31T00:00:00.000;6f510e63845f28db452e9dedfd142dfa;40.195.246;-105.291.572;0
5218;2019-01-17T12:50:11.000;Dare-Marvin;entertainment;68.66;Laramie;WY;414.247;-1.054.781;35371;Pilot, airline;1988-09-02T00:00:00.000;13fbaea51eb32df3e14d9fdeab0207d6;41.649.098;-105.632.874;0
5219;2019-01-17T12:54:59.000;Schaefer, Fay and Hilll;entertainment;116.23;Sutherland;NE;411.558;-101.136;1789;Insurance broker;1982-02-11T00:00:00.000;83aef5299f11eb0ae9ecee5c386b7d66;41.945.562;-102.029.774;0
5220;2019-01-17T12:55:11.000;Romaguera Lt;health_fitness;57.21;Carlotta;CA;40.507;-1.239.743;1139;Therapist, occupational;1951-01-15T00:00:00.000;8aeeea6df42bd85e3d6e4b947b5eb785;39.978.116;-124.113.006;0
5221;2019-01-17T12:57:03.000;Hodkiewicz, Prohaska and Paucek;travel;6.12;Espanola;NM;359.866;-1.060.654;18408;Historic buildings inspector/conservation officer;1972-07-18T00:00:00.000;1c83c6790fc8c70a52f1bb06e3530351;35.312.063;-106.461.925;0
5222;2019-01-17T12:57:09.000;Mohr Inc;shopping_pos;533.69;Altonah;UT;403.207;-110.436;302;Sales professional, IT;1990-01-17T00:00:00.000;01e30f973894c2c66fe1b0ed59dbf615;3.990.634;-110.243.261;0
5223;2019-01-17T13:04:33.000;Waters-Cruickshank;health_fitness;283.18;Fields Landing;CA;407.268;-1.242.174;276;Scientist, audiological;1929-05-06T00:00:00.000;70bd30f1bf6656371bb4704d0fa58b8a;40.057.059;-123.875.059;0
5224;2019-01-17T13:13:09.000;Metz, Russel and Metz;kids_pets;123.82;Altonah;UT;403.207;-110.436;302;Sales professional, IT;1990-01-17T00:00:00.000;158f0548b265d5240163ba6cafe65447;40.321.659;-111.293.972;0
5225;2019-01-17T13:14:17.000;Spencer PLC;entertainment;83.41;Smith River;CA;419.404;-1.241.587;1930;Web designer;1983-06-13T00:00:00.000;73c3d71eb7493b9ad1a53b7df969b771;4.257.875;-124.839.216;0
5226;2019-01-17T13:15:52.000;Lesch, D'Amore and Brown;food_dining;44.54;Conway;WA;48.34;-1.223.456;85;Research officer, political party;1984-09-01T00:00:00.000;976d2af9714ab69b3475bcff7fc63865;47.941.873;-121.488.207;0
5227;2019-01-17T13:24:17.000;Heller PLC;health_fitness;20.49;Powell Butte;OR;442.415;-1.210.113;2016;Local government officer;1953-12-25T00:00:00.000;b4296d856a46a456dc7a899a7b40c6e3;44.171.547;-121.428.935;0
5228;2019-01-17T13:48:08.000;Ernser-Feest;home;88.81;Helm;CA;364.992;-1.200.936;123;Early years teacher;1973-02-07T00:00:00.000;7086d6811f9c6fd479526fe55e46a5b0;36.949.535;-120.989.262;0
5229;2019-01-17T13:53:16.000;Welch, Rath and Koepp;entertainment;1.32;Roseland;NE;404.591;-985.551;463;Nurse, mental health;1948-05-31T00:00:00.000;d9b0556232e51d5b3236b623d7649eaa;40.296.835;-986.932;0
5230;2019-01-17T14:00:06.000;Schumm PLC;health_fitness;57.39;Stayton;OR;448.021;-1.227.624;9587;Engineer, biomedical;1968-03-24T00:00:00.000;4c727229e8fc8ee94e8df1217b42be7f;44.596.213;-122.647.733;0
5231;2019-01-17T14:15:40.000;Hodkiewicz, Prohaska and Paucek;travel;5.33;Issaquah;WA;474.974;-1.220.107;50489;Osteopath;1984-02-29T00:00:00.000;bf252500021b385d3ce1a4bbff40bf9b;46.643.932;-12.247.154;0
5232;2019-01-17T14:18:21.000;Wilkinson PLC;kids_pets;54.43;Mountain Center;CA;336.401;-1.165.567;1661;Therapist, music;1988-09-19T00:00:00.000;2e1d9b743d44d86a9075b22b559062ef;33.578.365;-116.453.866;0
5233;2019-01-17T14:20:15.000;Ankunding-Carroll;travel;6.11;Fort Washakie;WY;430.048;-1.088.964;1645;Information systems manager;1986-02-17T00:00:00.000;8773831c65b8b7b9a9d73476155ba470;43.722.127;-108.365.594;0
5234;2019-01-17T14:23:25.000;Fahey Inc;kids_pets;3.73;Conway;WA;48.34;-1.223.456;85;Research officer, political party;1984-09-01T00:00:00.000;3f79a51c8799196f210d4267b95bd247;48.934.755;-121.571.815;0
5235;2019-01-17T14:29:16.000;Fadel, Mertz and Rippin;entertainment;103.1;Sacramento;CA;385.662;-1.213.286;757530;Magazine features editor;1979-04-30T00:00:00.000;06c02dce2faf6b1da01da81857cd363c;38.568.933;-121.555.732;0
5236;2019-01-17T14:34:55.000;Block-Hauck;travel;2.73;Wales;AK;647.556;-1.656.723;145;Administrator, education;1939-11-09T00:00:00.000;b8c3669036c402841b60b4423dcff35f;64.499.625;-164.691.381;0
5237;2019-01-17T14:41:49.000;Fadel-Hilpert;health_fitness;4.75;High Rolls Mountain Park;NM;329.396;-1.058.189;899;Naval architect;1967-08-30T00:00:00.000;f3ce6ea1e9cb5da1540471afcce5697a;32.118.186;-105.865.484;0
5238;2019-01-17T14:55:22.000;Erdman-Durgan;health_fitness;79.04;Westerville;NE;414.193;-993.844;73;Product designer;1935-02-10T00:00:00.000;abad509e06896be3b3ed622a04493f8e;42.031.191;-99.747.128;0
5239;2019-01-17T15:01:41.000;Roberts, Daniel and Macejkovic;kids_pets;27.7;Riverton;WY;430.351;-1.082.024;19408;Lecturer, higher education;1993-09-11T00:00:00.000;903266c77fbb3713a4f805c41f3562ae;42.939.571;-107.989.348;0
5240;2019-01-17T15:03:55.000;Kutch, Steuber and Gerhol;food_dining;5.81;San Diego;CA;327.185;-1.171.593;1241364;Comptroller;1987-11-30T00:00:00.000;33151d7d2b38f3dad808e78179d1499b;32.149.378;-116.298.408;0
5241;2019-01-17T15:12:18.000;Schaefer Lt;kids_pets;54.84;Oakland;CA;377.878;-1.221.884;381459;Barista;1974-01-03T00:00:00.000;cd5ae149dae311df3ad0d3f864bcdc54;38.492.726;-1.222.569;0
5242;2019-01-17T15:13:11.000;Greenholt Lt;health_fitness;7.46;Redford;MO;373.272;-910.243;241;Investment analyst;1974-10-27T00:00:00.000;820dfaae30939da075dae43f7265b8ce;3.750.076;-90.322.198;0
5243;2019-01-17T15:21:11.000;Berge, Kautzer and Harris;personal_care;27.23;Westerville;NE;414.193;-993.844;73;Product designer;1935-02-10T00:00:00.000;f4baabe86e77c5ac3ec88aa913997a34;4.128.151;-98.932.371;0
5244;2019-01-17T15:22:13.000;Metz, Russel and Metz;kids_pets;47.29;Dumont;CO;397.532;-1.056.356;565;Mental health nurse;1978-08-27T00:00:00.000;d43c6c46fff9b075edb650b9b1c0506f;39.416.039;-105.382.089;0
5245;2019-01-17T15:23:51.000;Goldner-Lemke;entertainment;74.38;Red Cliff;CO;394.584;-1.063.851;277;Human resources officer;1985-04-03T00:00:00.000;f3e766e44495579b802a0919740a2858;38.597.628;-106.713.198;0
5246;2019-01-17T15:26:58.000;Dooley Inc;shopping_pos;9.41;Lakeport;CA;39.047;-1.229.328;11256;Podiatrist;1972-10-18T00:00:00.000;e5a2be8d7e4dc0bc986aa456202c14e9;39.793.748;-123.084.593;0
5247;2019-01-17T15:27:39.000;Marvin-Lin;personal_care;9.22;Utica;MO;397.417;-936.289;271;Land/geomatics surveyor;1972-04-18T00:00:00.000;6163f1a69a101eabba489f571f02514e;38.976.233;-93.540.714;0
5248;2019-01-17T15:38:10.000;Nader-Maggio;personal_care;65.92;Conway;WA;48.34;-1.223.456;85;Research officer, political party;1984-09-01T00:00:00.000;990face05b4582be768d01589a471e64;48.821.481;-122.077.984;0
5249;2019-01-17T15:42:02.000;Lynch Lt;shopping_pos;5.39;Newberg;OR;453.099;-1.229.685;28278;Research scientist (physical sciences);1977-07-17T00:00:00.000;c39e89c6241e5d93916087c3455303eb;46.008.528;-1.233.345;0
5250;2019-01-17T15:42:15.000;Runte, Green and Em;health_fitness;76.43;Fiddletown;CA;385.234;-1.206.763;832;Immigration officer;1987-05-19T00:00:00.000;fd1ecb2c0e0c6bd9ac0aab651fee4fab;37.948.881;-119.971.455;0
5251;2019-01-17T15:45:41.000;Nienow, Ankunding and Collie;misc_pos;120.67;Newberg;OR;453.099;-1.229.685;28278;Research scientist (physical sciences);1977-07-17T00:00:00.000;335dac7db5349a0db5f5cb89c0c09169;46.046.097;-123.619.093;0
5252;2019-01-17T15:47:33.000;Auer-West;shopping_net;30.81;Odessa;MO;389.829;-939.757;9512;Clinical research associate;1972-12-31T00:00:00.000;bc570f1793db449e8ea43ce66f501f8f;39.021.502;-94.532.737;0
5253;2019-01-17T15:55:51.000;Ziemann-Waters;health_fitness;38.97;Altonah;UT;403.207;-110.436;302;Sales professional, IT;1990-01-17T00:00:00.000;00e0fd78509c9f21b7ad0dea62b176fc;40.876.532;-110.035.462;0
5254;2019-01-17T16:13:12.000;Quitzon-Goyette;home;36.03;Hatch;UT;377.175;-1.124.777;258;Geoscientist;1961-11-24T00:00:00.000;e52f49d28dfec60546f30b04d0506333;36.887.852;-112.647.897;0
5255;2019-01-17T16:21:09.000;O'Connell, Botsford and Han;home;95.24;Wheaton;MO;367.651;-940.492;760;Production manager;1985-08-31T00:00:00.000;4e17790d07bfe3cdc96f297855bf7755;37.193.844;-93.285.605;0
5256;2019-01-17T16:22:59.000;Eichmann-Kilback;home;54.44;Vinton;CA;400.235;-1.207.986;128;Education administrator;1966-02-21T00:00:00.000;975b4392746e333fd4d4c9d07130744e;40.951.688;-121.784.994;0
5257;2019-01-17T16:25:10.000;Rau-Robel;kids_pets;90.69;Independence;MO;391.412;-943.515;123373;Engineer, production;1992-11-27T00:00:00.000;b08e4631875ecb3b5f8cba3d6b11b369;38.238.596;-95.052.687;0
5258;2019-01-17T16:30:14.000;Larkin, Stracke and Greenfelde;entertainment;1.12;Wales;AK;647.556;-1.656.723;145;Administrator, education;1939-11-09T00:00:00.000;2681461e94775367ecabca829ec9049b;6.478.327;-164.877.201;0
5259;2019-01-17T16:38:00.000;Rolfson-Kunde;personal_care;51.89;Lakeport;CA;39.047;-1.229.328;11256;Podiatrist;1972-10-18T00:00:00.000;581821217849e9ecb1d45480f8594e7d;38.677.766;-122.125.907;0
5260;2019-01-17T16:41:26.000;Schulist Lt;food_dining;8.19;Matthews;MO;367.154;-896.287;1019;Aeronautical engineer;1979-01-26T00:00:00.000;139496b20898fc52192da87c64f619bd;37.376.149;-90.055.592;0
5261;2019-01-17T16:43:10.000;Quitzon-Goyette;home;62.16;Indian Wells;CA;337.163;-1.163.381;4677;Learning mentor;1955-05-06T00:00:00.000;023349ba701c9a0a67a560edb5c6d856;3.454.038;-115.348.326;0
5262;2019-01-17T16:53:36.000;Beer-Jast;kids_pets;202.96;Lakeport;CA;39.047;-1.229.328;11256;Podiatrist;1972-10-18T00:00:00.000;c74c69c35025d9774e9db648c5af1fb7;39.259.622;-123.903.864;0
5263;2019-01-17T17:08:20.000;Kutch-Ferry;home;39.36;Parks;AZ;352.563;-111.95;759;Geologist, engineering;1957-03-28T00:00:00.000;a60d5a42a96f2353e93a866db2f9c777;34.573.567;-112.827.521;0
5264;2019-01-17T17:13:09.000;Larson-Moen;entertainment;164.73;Mesa;ID;446.255;-1.164.493;129;Cartographer;1965-12-15T00:00:00.000;4fb163bbbd28b65bd94f6e503c5d6280;45.053.886;-115.556.936;0
5265;2019-01-17T17:13:23.000;Cormier, Stracke and Thiel;entertainment;163.75;Independence;MO;391.412;-943.515;123373;Engineer, production;1992-11-27T00:00:00.000;ce2b23ab4dda194c0c4f0715ae7accf8;38.421.884;-94.275.782;0
5266;2019-01-17T17:14:47.000;Schumm PLC;health_fitness;8.19;Issaquah;WA;474.974;-1.220.107;50489;Osteopath;1984-02-29T00:00:00.000;1f7c532006aeb20b3b5ac235b82d054d;47.429.525;-121.485.967;0
5267;2019-01-17T17:17:49.000;Kuhic, Bins and Pfeffe;shopping_net;3.74;Lakeport;CA;39.047;-1.229.328;11256;Podiatrist;1972-10-18T00:00:00.000;a768b3a80785e8b2feade69a802ae914;39.348.165;-122.175.162;0
5268;2019-01-17T17:23:04.000;Fadel Inc;health_fitness;66.15;Altonah;UT;403.207;-110.436;302;Sales professional, IT;1990-01-17T00:00:00.000;449d42498525f5a44c81c0e00008991b;40.832.416;-109.757.112;0
5269;2019-01-17T17:23:56.000;Botsford PLC;home;11.62;Rocky Mount;MO;382.911;-927.059;1847;Tax inspector;1988-10-26T00:00:00.000;55a5f8e97e4354a9f23de9c9b678603c;38.641.105;-93.675.412;0
5270;2019-01-17T17:35:33.000;Cruickshank-Mills;entertainment;59.96;Arvada;CO;398.422;-1.051.097;122111;Hotel manager;1987-05-23T00:00:00.000;d750ba9ec319d582f3fb2175be8112ad;38.990.603;-104.204.624;0
5271;2019-01-17T17:36:46.000;Bode-Schuste;kids_pets;233.56;Conway;WA;48.34;-1.223.456;85;Research officer, political party;1984-09-01T00:00:00.000;d90b9c6d7c7105a6bc52c0f3cb4d17a4;49.016.592;-122.358.861;0
5272;2019-01-17T17:37:33.000;Welch, Rath and Koepp;entertainment;71.17;Campbell;NE;402.967;-98.737;493;Surveyor, minerals;1940-09-13T00:00:00.000;2ec1096ddce09eca7a00ba2740da432b;39.746.138;-99.649.774;0
5273;2019-01-17T17:38:05.000;Romaguera, Wehner and Tromp;kids_pets;81.79;Campbell;NE;402.967;-98.737;493;Surveyor, minerals;1940-09-13T00:00:00.000;c63c7f664d9a5048a123e6a16a46c6bf;39.791.096;-98.713.643;0
5274;2019-01-17T17:39:35.000;Schoen, Nienow and Bauch;personal_care;61.05;Lagrange;WY;416.423;-1.041.974;635;Product/process development scientist;1973-07-13T00:00:00.000;aa4b11bb366ddd495b4726819b2a5c11;41.676.596;-104.748.649;0
5275;2019-01-17T17:40:26.000;Emmerich-R;personal_care;50.55;Blairstown;MO;385.319;-939.221;467;Agricultural consultant;1950-05-27T00:00:00.000;63b1fc5278b18ad8ceeedf71d7cb3507;38.049.549;-94.340.454;0
5276;2019-01-17T17:49:33.000;Dibbert and Sons;entertainment;31.95;Meridian;ID;436.498;-1.164.306;84106;Intelligence analyst;1971-02-11T00:00:00.000;b18442f402a5d40366e742623769d5b5;44.396.054;-116.482.252;0
5277;2019-01-17T17:51:02.000;Dibbert and Sons;entertainment;15.09;Sutherland;NE;411.558;-101.136;1789;Insurance broker;1982-02-11T00:00:00.000;88cb27cf79ab38bdb34c7d8784b4cf1b;41.735.885;-100.190.604;0
5278;2019-01-17T17:54:18.000;Gottlieb, Considine and Schultz;shopping_net;2.08;Rocky Mount;MO;382.911;-927.059;1847;Tax inspector;1988-10-26T00:00:00.000;52475432020e35227fd8b2c3d87ce967;38.673.678;-92.439.615;0
5279;2019-01-17T18:07:09.000;Hills, Hegmann and Schaefe;health_fitness;15.3;Burbank;WA;461.966;-1.189.017;3684;Musician;1981-11-29T00:00:00.000;0d46728b20c676ae713596d53ca3a666;46.768.544;-118.535.658;0
5280;2019-01-17T18:07:23.000;Bahringer, Schoen and Corkery;shopping_pos;3.92;Rocky Mount;MO;382.911;-927.059;1847;Tax inspector;1988-10-26T00:00:00.000;c11f285c9e8605830169e988db063bd0;38.039.746;-92.792.126;0
5281;2019-01-17T18:23:39.000;Willms, Kris and Bergnaum;shopping_pos;199.98;Issaquah;WA;474.974;-1.220.107;50489;Osteopath;1984-02-29T00:00:00.000;41d3ba5132c6ae8c35c46d6d0dac9bab;47.008.448;-122.622.464;0
5282;2019-01-17T18:30:47.000;Medhurst Inc;home;66.65;Phoenix;AZ;338.155;-1.121.202;1312922;Counselling psychologist;1999-11-30T00:00:00.000;667c7ae98e618f677026860d3bee424a;3.408.687;-111.434.155;0
5283;2019-01-17T18:32:47.000;Schmeler-Howe;personal_care;13.21;Paradise Valley;AZ;335.494;-1.119.565;17047;Building surveyor;1935-01-29T00:00:00.000;4e75946351280d89c588e7293c9356a0;33.128.911;-112.280.907;0
5284;2019-01-17T18:42:55.000;Pacocha-Weissnat;kids_pets;25.52;Meridian;ID;436.498;-1.164.306;84106;Intelligence analyst;1971-02-11T00:00:00.000;452bcf26554a6b032c45d63f53366c05;43.921.542;-116.347.392;0
5285;2019-01-17T18:45:35.000;Kozey-Kuhlman;personal_care;64.63;Laramie;WY;414.247;-1.054.781;35371;Pilot, airline;1988-09-02T00:00:00.000;105bba9207836ccb5a1079afa9a64eb0;41.388.875;-104.536.273;0
5286;2019-01-17T19:06:18.000;Connelly PLC;food_dining;10.21;Glendale;CA;341.556;-1.182.322;172817;Advertising account planner;1982-07-30T00:00:00.000;746d979dd50d7794a1ea6a6e22fe302d;34.378.049;-117.914.281;0
5287;2019-01-17T19:10:07.000;McDermott, Osinski and Mo;home;140.29;Saint Louis;MO;386.171;-904.504;927396;Occupational hygienist;1960-03-12T00:00:00.000;2ff4bdbc1662a721a34f58c1b2d0f776;37.670.937;-91.341.698;0
5288;2019-01-17T19:10:53.000;Schneider, Hayes and Nikolaus;food_dining;29.36;Smith River;CA;419.404;-1.241.587;1930;Web designer;1983-06-13T00:00:00.000;945c54599f20c5720b5bc51a95bd8d17;41.664.661;-124.248.871;0
5289;2019-01-17T19:15:04.000;Yost, Schamberger and Windle;kids_pets;29.46;Tomales;CA;382.427;-1.229.145;337;Occupational psychologist;1954-07-05T00:00:00.000;14aca4cb3041ab092692a387c4d3e9db;38.011.204;-122.714.182;0
5290;2019-01-17T19:23:21.000;Reichel Inc;entertainment;24.72;Issaquah;WA;474.974;-1.220.107;50489;Osteopath;1984-02-29T00:00:00.000;a5fe0b59b53881b44df47442746cd365;4.778.363;-121.716.314;0
5291;2019-01-17T19:23:25.000;Koss, Hansen and Lueilwitz;home;62.62;Fort Washakie;WY;430.048;-1.088.964;1645;Information systems manager;1986-02-17T00:00:00.000;eb2fbed90708f2e7ce49a19d2d314493;42.868.056;-108.365.301;0
5292;2019-01-17T19:24:17.000;Nitzsche, Kessler and Wol;shopping_pos;1.84;Fort Washakie;WY;430.048;-1.088.964;1645;Information systems manager;1986-02-17T00:00:00.000;8755ece3a44e544c5022c676f317ef6d;42.222.055;-109.309.681;0
5293;2019-01-17T19:37:26.000;Auer LLC;personal_care;52.83;Napa;CA;384.549;-1.222.564;94014;Airline pilot;1985-08-21T00:00:00.000;2d3066237ab157d87d67351defa7a295;37.761.895;-121.263.859;0
5294;2019-01-17T19:39:53.000;Brown PLC;misc_net;7.01;Phoenix;AZ;338.155;-1.121.202;1312922;Counselling psychologist;1999-11-30T00:00:00.000;d728d5921598237e6fd90752ec807ea3;32.843.788;-111.705.021;0
5295;2019-01-17T19:44:50.000;Kertzmann LLC;health_fitness;10.03;Hooper;NE;416.414;-965.232;1745;Engineer, automotive;1973-12-26T00:00:00.000;1d1f95153b50b35d5cb59002b8264c46;41.461.299;-96.041.343;0
5296;2019-01-17T19:52:59.000;Reichert-Weissnat;travel;5.51;Holstein;NE;404.542;-986.538;331;Telecommunications researcher;1950-08-19T00:00:00.000;faf0a884c8c6c00328856c8f9cee3de4;40.500.343;-99.593.049;0
5297;2019-01-17T19:54:03.000;Bradtke, Torp and Bahringe;personal_care;7.24;Sun City;CA;337.467;-1.171.721;54287;Designer, exhibition/display;1972-09-22T00:00:00.000;b180118fa4dba11f08811ef6837f2212;33.875.522;-117.669.976;0
5298;2019-01-17T19:57:33.000;O'Connell-Ullrich;home;15.34;Ashford;WA;467.531;-1.219.898;759;Video editor;1956-09-14T00:00:00.000;05185b732ea667deb74745c2eec9ed36;46.801.512;-122.407.079;0
5299;2019-01-17T20:01:51.000;Beier-Hyatt;shopping_pos;8.55;San Jose;CA;373.304;-1.217.913;973849;Geoscientist;1997-01-18T00:00:00.000;24525b0a96d0ebe31376d244c5372fa5;36.993.131;-121.279.511;0
5300;2019-01-17T20:06:12.000;Hodkiewicz, Prohaska and Paucek;travel;6.72;Arnold;MO;384.305;-90.387;35439;Land/geomatics surveyor;1985-03-31T00:00:00.000;c67e25e725f16cc321c02138e763c124;39.266.868;-91.140.422;0
5301;2019-01-17T20:06:39.000;Dickinson Lt;misc_pos;74.33;Tekoa;WA;472.271;-1.170.819;895;Clothing/textile technologist;1999-05-31T00:00:00.000;f17029bc7c7822aa19c0127cb70ace39;46.980.293;-116.440.224;0
5302;2019-01-17T20:17:59.000;Stoltenberg-Beatty;shopping_pos;24.96;Orient;WA;488.878;-1.182.105;149;Special educational needs teacher;1978-06-21T00:00:00.000;dd83f6a0c8db3f27a194db8439bb2ae5;49.220.856;-119.040.584;0
5303;2019-01-17T20:22:27.000;Watsica, Haag and Considine;shopping_pos;11.05;Lake Oswego;OR;454.093;-1.226.847;42817;Planning and development surveyor;1982-05-28T00:00:00.000;e2d4360322e4be2f1f32b73d0be66d33;45.439.141;-123.557.279;0
5304;2019-01-17T20:24:07.000;Zulauf LLC;personal_care;2.64;Ruidoso;NM;333.305;-1.056.933;8874;Licensed conveyancer;2000-08-16T00:00:00.000;4d908828a35de312e88394f65f393c34;32.647.322;-106.536.477;0
5305;2019-01-17T20:25:16.000;Gerhold LLC;home;12.24;Eugene;OR;440.385;-1.230.614;191096;Scientist, physiological;1964-04-06T00:00:00.000;0c1ae6add4cff02ab6a755f84f17f458;43.876.535;-123.330.638;0
5306;2019-01-17T20:50:03.000;Schroeder Group;health_fitness;8.3;Glendale;CA;341.556;-1.182.322;172817;Advertising account planner;1982-07-30T00:00:00.000;e5792b73c1217dda7868293bb40d899b;34.584.764;-118.327.517;0
5307;2019-01-17T20:52:25.000;Morissette PLC;shopping_pos;9.99;Matthews;MO;367.154;-896.287;1019;Aeronautical engineer;1979-01-26T00:00:00.000;6449a9e78b31323ea807d263518aa5d1;37.162.427;-89.817.805;0
5308;2019-01-17T20:55:05.000;Volkman PLC;food_dining;64.99;Dumont;CO;397.532;-1.056.356;565;Mental health nurse;1978-08-27T00:00:00.000;b71fd25b1e469f7252e6eb325740fc9b;38.753.905;-106.446.706;0
5309;2019-01-17T20:58:43.000;Konopelski, Schneider and Hartmann;food_dining;4.52;Red River;NM;366.659;-1.054.694;606;Surveyor, land/geomatics;1988-09-06T00:00:00.000;ed5a736ad96786f73b6a93eb5c1e007b;3.640.153;-106.245.451;0
